adm0_name,date,day_of_week,cum_cases,mob_resid
Tunisia,2020-04-27,0,967,
Tunisia,2020-04-28,1,975,
Tunisia,2020-04-29,2,980,
Tunisia,2020-04-30,3,994,
Tunisia,2020-05-01,4,998,
Tunisia,2020-05-02,5,1009,
Tunisia,2020-05-03,6,1013,
Tunisia,2020-05-04,0,1018,
Tunisia,2020-05-05,1,1022,
Tunisia,2020-05-06,2,1025,
Tunisia,2020-05-07,3,1026,
Tunisia,2020-05-08,4,1030,
Tunisia,2020-05-09,5,1032,
Tunisia,2020-05-10,6,1032,
Tunisia,2020-05-11,0,1032,
Tunisia,2020-05-12,1,1032,
Tunisia,2020-05-13,2,1032,
Tunisia,2020-05-14,3,1032,
Tunisia,2020-05-15,4,1035,
Tunisia,2020-05-16,5,1037,
Tunisia,2020-05-17,6,1037,
Tunisia,2020-05-18,0,1043,
Tunisia,2020-05-19,1,1044,
Tunisia,2020-05-20,2,1045,
Tunisia,2020-05-21,3,1046,
Tunisia,2020-05-22,4,1048,
Tunisia,2020-05-23,5,1048,
Tunisia,2020-05-24,6,1051,
Tunisia,2020-05-25,0,1051,
Tunisia,2020-05-26,1,1051,
Tunisia,2020-05-27,2,1051,
Tunisia,2020-05-28,3,1068,
Tunisia,2020-05-29,4,1071,
Turkey,2020-02-16,6,0,0
Turkey,2020-02-17,0,0,-2
Turkey,2020-02-18,1,0,-2
Turkey,2020-02-19,2,0,-2
Turkey,2020-02-20,3,0,-1
Turkey,2020-02-21,4,0,0
Turkey,2020-02-22,5,0,1
Turkey,2020-02-23,6,0,0
Turkey,2020-02-24,0,0,-1
Turkey,2020-02-25,1,0,-2
Turkey,2020-02-26,2,0,-2
Turkey,2020-02-27,3,0,-1
Turkey,2020-02-28,4,0,-1
Turkey,2020-02-29,5,0,2
Turkey,2020-03-01,6,0,0
Turkey,2020-03-02,0,0,-2
Turkey,2020-03-03,1,0,-3
Turkey,2020-03-04,2,0,-2
Turkey,2020-03-05,3,0,-2
Turkey,2020-03-06,4,0,-2
Turkey,2020-03-07,5,0,-2
Turkey,2020-03-08,6,0,-3
Turkey,2020-03-09,0,0,-3
Turkey,2020-03-10,1,0,-2
Turkey,2020-03-11,2,1,-2
Turkey,2020-03-12,3,1,-2
Turkey,2020-03-13,4,5,0
Turkey,2020-03-14,5,5,1
Turkey,2020-03-15,6,6,2
Turkey,2020-03-16,0,18,5
Turkey,2020-03-17,1,47,8
Turkey,2020-03-18,2,98,11
Turkey,2020-03-19,3,192,13
Turkey,2020-03-20,4,359,16
Turkey,2020-03-21,5,670,15
Turkey,2020-03-22,6,1236,13
Turkey,2020-03-23,0,1529,16
Turkey,2020-03-24,1,1872,18
Turkey,2020-03-25,2,2433,19
Turkey,2020-03-26,3,3629,19
Turkey,2020-03-27,4,5698,22
Turkey,2020-03-28,5,7402,20
Turkey,2020-03-29,6,9217,17
Turkey,2020-03-30,0,10827,21
Turkey,2020-03-31,1,13531,21
Turkey,2020-04-01,2,15679,22
Turkey,2020-04-02,3,18135,23
Turkey,2020-04-03,4,20921,25
Turkey,2020-04-04,5,23934,23
Turkey,2020-04-05,6,27069,19
Turkey,2020-04-06,0,30217,23
Turkey,2020-04-07,1,34109,23
Turkey,2020-04-08,2,38226,23
Turkey,2020-04-09,3,42282,23
Turkey,2020-04-10,4,47029,24
Turkey,2020-04-11,5,52167,34
Turkey,2020-04-12,6,56956,25
Turkey,2020-04-13,0,61049,19
Turkey,2020-04-14,1,65111,20
Turkey,2020-04-15,2,69392,22
Turkey,2020-04-16,3,74193,21
Turkey,2020-04-17,4,78546,21
Turkey,2020-04-18,5,82329,31
Turkey,2020-04-19,6,86306,22
Turkey,2020-04-20,0,90980,16
Turkey,2020-04-21,1,95591,17
Turkey,2020-04-22,2,98674,16
Turkey,2020-04-23,3,101790,35
Turkey,2020-04-24,4,104912,39
Turkey,2020-04-25,5,107773,33
Turkey,2020-04-26,6,110130,23
Turkey,2020-04-27,0,112261,17
Turkey,2020-04-28,1,114653,17
Turkey,2020-04-29,2,117589,19
Turkey,2020-04-30,3,120204,16
Turkey,2020-05-01,4,122392,38
Turkey,2020-05-02,5,124375,32
Turkey,2020-05-03,6,126045,23
Turkey,2020-05-04,0,127659,16
Turkey,2020-05-05,1,129491,17
Turkey,2020-05-06,2,131744,17
Turkey,2020-05-07,3,133721,18
Turkey,2020-05-08,4,135569,19
Turkey,2020-05-09,5,137115,28
Turkey,2020-05-10,6,138657,20
Turkey,2020-05-11,0,139771,14
Turkey,2020-05-12,1,141475,15
Turkey,2020-05-13,2,143114,15
Turkey,2020-05-14,3,144749,14
Turkey,2020-05-15,4,146457,14
Turkey,2020-05-16,5,148067,25
Turkey,2020-05-17,6,149435,19
Turkey,2020-05-18,0,150593,27
Turkey,2020-05-19,1,151615,28
Turkey,2020-05-20,2,152587,11
Turkey,2020-05-21,3,153548,12
Turkey,2020-05-22,4,154500,12
Turkey,2020-05-23,5,155686,31
Turkey,2020-05-24,6,156827,22
Turkey,2020-05-25,0,157814,35
Turkey,2020-05-26,1,158762,32
Turkey,2020-05-27,2,159797,9
Turkey,2020-05-28,3,160979,11
Turkey,2020-05-29,4,162120,12
Uganda,2020-02-16,6,0,1
Uganda,2020-02-17,0,0,0
Uganda,2020-02-18,1,0,-1
Uganda,2020-02-19,2,0,-1
Uganda,2020-02-20,3,0,0
Uganda,2020-02-21,4,0,-1
Uganda,2020-02-22,5,0,1
Uganda,2020-02-23,6,0,1
Uganda,2020-02-24,0,0,0
Uganda,2020-02-25,1,0,0
Uganda,2020-02-26,2,0,-1
Uganda,2020-02-27,3,0,-1
Uganda,2020-02-28,4,0,0
Uganda,2020-02-29,5,0,0
Uganda,2020-03-01,6,0,0
Uganda,2020-03-02,0,0,0
Uganda,2020-03-03,1,0,0
Uganda,2020-03-04,2,0,0
Uganda,2020-03-05,3,0,-1
Uganda,2020-03-06,4,0,-1
Uganda,2020-03-07,5,0,0
Uganda,2020-03-08,6,0,0
Uganda,2020-03-09,0,0,1
Uganda,2020-03-10,1,0,-1
Uganda,2020-03-11,2,0,0
Uganda,2020-03-12,3,0,-1
Uganda,2020-03-13,4,0,0
Uganda,2020-03-14,5,0,1
Uganda,2020-03-15,6,0,1
Uganda,2020-03-16,0,0,3
Uganda,2020-03-17,1,0,-1
Uganda,2020-03-18,2,0,0
Uganda,2020-03-19,3,0,0
Uganda,2020-03-20,4,0,1
Uganda,2020-03-21,5,1,5
Uganda,2020-03-22,6,1,8
Uganda,2020-03-23,0,9,8
Uganda,2020-03-24,1,9,9
Uganda,2020-03-25,2,14,12
Uganda,2020-03-26,3,14,17
Uganda,2020-03-27,4,23,23
Uganda,2020-03-28,5,30,19
Uganda,2020-03-29,6,33,19
Uganda,2020-03-30,0,33,22
Uganda,2020-03-31,1,44,31
Uganda,2020-04-01,2,44,33
Uganda,2020-04-02,3,45,33
Uganda,2020-04-03,4,48,34
Uganda,2020-04-04,5,48,31
Uganda,2020-04-05,6,52,24
Uganda,2020-04-06,0,52,33
Uganda,2020-04-07,1,52,31
Uganda,2020-04-08,2,53,31
Uganda,2020-04-09,3,53,32
Uganda,2020-04-10,4,53,35
Uganda,2020-04-11,5,53,30
Uganda,2020-04-12,6,54,25
Uganda,2020-04-13,0,54,37
Uganda,2020-04-14,1,55,32
Uganda,2020-04-15,2,55,31
Uganda,2020-04-16,3,55,30
Uganda,2020-04-17,4,56,32
Uganda,2020-04-18,5,55,30
Uganda,2020-04-19,6,55,24
Uganda,2020-04-20,0,56,32
Uganda,2020-04-21,1,61,30
Uganda,2020-04-22,2,63,31
Uganda,2020-04-23,3,74,30
Uganda,2020-04-24,4,75,31
Uganda,2020-04-25,5,75,29
Uganda,2020-04-26,6,79,23
Uganda,2020-04-27,0,79,31
Uganda,2020-04-28,1,79,28
Uganda,2020-04-29,2,81,30
Uganda,2020-04-30,3,83,30
Uganda,2020-05-01,4,85,32
Uganda,2020-05-02,5,88,31
Uganda,2020-05-03,6,89,23
Uganda,2020-05-04,0,97,31
Uganda,2020-05-05,1,98,30
Uganda,2020-05-06,2,100,27
Uganda,2020-05-07,3,101,27
Uganda,2020-05-08,4,101,28
Uganda,2020-05-09,5,116,25
Uganda,2020-05-10,6,121,22
Uganda,2020-05-11,0,121,28
Uganda,2020-05-12,1,129,26
Uganda,2020-05-13,2,139,25
Uganda,2020-05-14,3,160,24
Uganda,2020-05-15,4,203,27
Uganda,2020-05-16,5,227,25
Uganda,2020-05-17,6,227,20
Uganda,2020-05-18,0,248,27
Uganda,2020-05-19,1,260,26
Uganda,2020-05-20,2,264,26
Uganda,2020-05-21,3,160,26
Uganda,2020-05-22,4,175,26
Uganda,2020-05-23,5,198,24
Uganda,2020-05-24,6,198,19
Uganda,2020-05-25,0,222,26
Uganda,2020-05-26,1,253,21
Uganda,2020-05-27,2,281,22
Uganda,2020-05-28,3,317,21
Uganda,2020-05-29,4,329,22
Ukraine,2020-02-16,6,0,
Ukraine,2020-02-17,0,0,
Ukraine,2020-02-18,1,0,
Ukraine,2020-02-19,2,0,
Ukraine,2020-02-20,3,0,
Ukraine,2020-02-21,4,0,
Ukraine,2020-02-22,5,0,
Ukraine,2020-02-23,6,0,
Ukraine,2020-02-24,0,0,
Ukraine,2020-02-25,1,0,
Ukraine,2020-02-26,2,0,
Ukraine,2020-02-27,3,0,
Ukraine,2020-02-28,4,0,
Ukraine,2020-02-29,5,0,
Ukraine,2020-03-01,6,0,
Ukraine,2020-03-02,0,0,
Ukraine,2020-03-03,1,1,
Ukraine,2020-03-04,2,1,
Ukraine,2020-03-05,3,1,
Ukraine,2020-03-06,4,1,
Ukraine,2020-03-07,5,1,
Ukraine,2020-03-08,6,1,
Ukraine,2020-03-09,0,1,
Ukraine,2020-03-10,1,1,
Ukraine,2020-03-11,2,1,
Ukraine,2020-03-12,3,1,
Ukraine,2020-03-13,4,3,
Ukraine,2020-03-14,5,3,
Ukraine,2020-03-15,6,3,
Ukraine,2020-03-16,0,7,
Ukraine,2020-03-17,1,14,
Ukraine,2020-03-18,2,14,
Ukraine,2020-03-19,3,16,
Ukraine,2020-03-20,4,29,
Ukraine,2020-03-21,5,47,
Ukraine,2020-03-22,6,73,
Ukraine,2020-03-23,0,73,
Ukraine,2020-03-24,1,97,
Ukraine,2020-03-25,2,145,
Ukraine,2020-03-26,3,196,
Ukraine,2020-03-27,4,310,
Ukraine,2020-03-28,5,356,
Ukraine,2020-03-29,6,475,
Ukraine,2020-03-30,0,548,
Ukraine,2020-03-31,1,645,
Ukraine,2020-04-01,2,794,
Ukraine,2020-04-02,3,897,
Ukraine,2020-04-03,4,1072,
Ukraine,2020-04-04,5,1225,
Ukraine,2020-04-05,6,1308,
Ukraine,2020-04-06,0,1319,
Ukraine,2020-04-07,1,1462,
Ukraine,2020-04-08,2,1668,
Ukraine,2020-04-09,3,1892,
Ukraine,2020-04-10,4,2203,
Ukraine,2020-04-11,5,2511,
Ukraine,2020-04-12,6,2777,
Ukraine,2020-04-13,0,3102,
Ukraine,2020-04-14,1,3372,
Ukraine,2020-04-15,2,3764,
Ukraine,2020-04-16,3,4161,
Ukraine,2020-04-17,4,4662,
Ukraine,2020-04-18,5,5106,
Ukraine,2020-04-19,6,5449,
Ukraine,2020-04-20,0,5710,
Ukraine,2020-04-21,1,6125,
Ukraine,2020-04-22,2,6592,
Ukraine,2020-04-23,3,7170,
Ukraine,2020-04-24,4,7647,
Ukraine,2020-04-25,5,8125,
Ukraine,2020-04-26,6,8617,
Ukraine,2020-04-27,0,9009,
Ukraine,2020-04-28,1,9410,
Ukraine,2020-04-29,2,9866,
Ukraine,2020-04-30,3,10406,
Ukraine,2020-05-01,4,10861,
Ukraine,2020-05-02,5,11411,
Ukraine,2020-05-03,6,11913,
Ukraine,2020-05-04,0,12331,
Ukraine,2020-05-05,1,12697,
Ukraine,2020-05-06,2,13184,
Ukraine,2020-05-07,3,13691,
Ukraine,2020-05-08,4,14195,
Ukraine,2020-05-09,5,14710,
Ukraine,2020-05-10,6,15232,
Ukraine,2020-05-11,0,15648,
Ukraine,2020-05-12,1,16023,
Ukraine,2020-05-13,2,16425,
Ukraine,2020-05-14,3,16847,
Ukraine,2020-05-15,4,17330,
Ukraine,2020-05-16,5,17858,
Ukraine,2020-05-17,6,18291,
Ukraine,2020-05-18,0,18616,
Ukraine,2020-05-19,1,18876,
Ukraine,2020-05-20,2,19230,
Ukraine,2020-05-21,3,19706,
Ukraine,2020-05-22,4,20148,
Ukraine,2020-05-23,5,20580,
Ukraine,2020-05-24,6,20986,
Ukraine,2020-05-25,0,21245,
Ukraine,2020-05-26,1,21584,
Ukraine,2020-05-27,2,21905,
Ukraine,2020-05-28,3,22382,
Ukraine,2020-05-29,4,22811,
United Arab Emirates,2020-02-16,6,9,1
United Arab Emirates,2020-02-17,0,9,1
United Arab Emirates,2020-02-18,1,9,1
United Arab Emirates,2020-02-19,2,9,1
United Arab Emirates,2020-02-20,3,9,1
United Arab Emirates,2020-02-21,4,9,1
United Arab Emirates,2020-02-22,5,13,1
United Arab Emirates,2020-02-23,6,13,1
United Arab Emirates,2020-02-24,0,13,1
United Arab Emirates,2020-02-25,1,13,1
United Arab Emirates,2020-02-26,2,13,1
United Arab Emirates,2020-02-27,3,13,1
United Arab Emirates,2020-02-28,4,19,1
United Arab Emirates,2020-02-29,5,21,0
United Arab Emirates,2020-03-01,6,21,1
United Arab Emirates,2020-03-02,0,21,1
United Arab Emirates,2020-03-03,1,27,1
United Arab Emirates,2020-03-04,2,27,2
United Arab Emirates,2020-03-05,3,29,2
United Arab Emirates,2020-03-06,4,29,3
United Arab Emirates,2020-03-07,5,45,2
United Arab Emirates,2020-03-08,6,45,3
United Arab Emirates,2020-03-09,0,45,4
United Arab Emirates,2020-03-10,1,74,4
United Arab Emirates,2020-03-11,2,74,4
United Arab Emirates,2020-03-12,3,85,5
United Arab Emirates,2020-03-13,4,85,5
United Arab Emirates,2020-03-14,5,85,4
United Arab Emirates,2020-03-15,6,98,5
United Arab Emirates,2020-03-16,0,98,6
United Arab Emirates,2020-03-17,1,98,7
United Arab Emirates,2020-03-18,2,113,9
United Arab Emirates,2020-03-19,3,140,11
United Arab Emirates,2020-03-20,4,140,11
United Arab Emirates,2020-03-21,5,153,10
United Arab Emirates,2020-03-22,6,153,13
United Arab Emirates,2020-03-23,0,198,14
United Arab Emirates,2020-03-24,1,248,17
United Arab Emirates,2020-03-25,2,333,21
United Arab Emirates,2020-03-26,3,333,25
United Arab Emirates,2020-03-27,4,405,25
United Arab Emirates,2020-03-28,5,468,28
United Arab Emirates,2020-03-29,6,570,26
United Arab Emirates,2020-03-30,0,611,25
United Arab Emirates,2020-03-31,1,664,25
United Arab Emirates,2020-04-01,2,814,25
United Arab Emirates,2020-04-02,3,1024,28
United Arab Emirates,2020-04-03,4,1264,22
United Arab Emirates,2020-04-04,5,1505,21
United Arab Emirates,2020-04-05,6,1799,31
United Arab Emirates,2020-04-06,0,2076,30
United Arab Emirates,2020-04-07,1,2359,30
United Arab Emirates,2020-04-08,2,2659,30
United Arab Emirates,2020-04-09,3,2990,33
United Arab Emirates,2020-04-10,4,3360,23
United Arab Emirates,2020-04-11,5,3736,24
United Arab Emirates,2020-04-12,6,4123,30
United Arab Emirates,2020-04-13,0,4521,30
United Arab Emirates,2020-04-14,1,4933,30
United Arab Emirates,2020-04-15,2,5365,31
United Arab Emirates,2020-04-16,3,5825,34
United Arab Emirates,2020-04-17,4,6302,23
United Arab Emirates,2020-04-18,5,6302,24
United Arab Emirates,2020-04-19,6,6781,30
United Arab Emirates,2020-04-20,0,7265,30
United Arab Emirates,2020-04-21,1,7755,30
United Arab Emirates,2020-04-22,2,8238,30
United Arab Emirates,2020-04-23,3,8756,32
United Arab Emirates,2020-04-24,4,9281,24
United Arab Emirates,2020-04-25,5,9813,25
United Arab Emirates,2020-04-26,6,10349,30
United Arab Emirates,2020-04-27,0,10839,30
United Arab Emirates,2020-04-28,1,11380,28
United Arab Emirates,2020-04-29,2,11929,29
United Arab Emirates,2020-04-30,3,12481,31
United Arab Emirates,2020-05-01,4,13038,22
United Arab Emirates,2020-05-02,5,13599,22
United Arab Emirates,2020-05-03,6,14163,27
United Arab Emirates,2020-05-04,0,14730,28
United Arab Emirates,2020-05-05,1,15192,27
United Arab Emirates,2020-05-06,2,15738,28
United Arab Emirates,2020-05-07,3,16240,30
United Arab Emirates,2020-05-08,4,16793,21
United Arab Emirates,2020-05-09,5,17417,22
United Arab Emirates,2020-05-10,6,18198,27
United Arab Emirates,2020-05-11,0,18878,28
United Arab Emirates,2020-05-12,1,19661,28
United Arab Emirates,2020-05-13,2,20386,28
United Arab Emirates,2020-05-14,3,21084,29
United Arab Emirates,2020-05-15,4,21831,21
United Arab Emirates,2020-05-16,5,22627,21
United Arab Emirates,2020-05-17,6,23358,27
United Arab Emirates,2020-05-18,0,24190,27
United Arab Emirates,2020-05-19,1,25063,27
United Arab Emirates,2020-05-20,2,26004,28
United Arab Emirates,2020-05-21,3,26898,30
United Arab Emirates,2020-05-22,4,27892,21
United Arab Emirates,2020-05-23,5,28704,25
United Arab Emirates,2020-05-24,6,29485,36
United Arab Emirates,2020-05-25,0,30307,34
United Arab Emirates,2020-05-26,1,31086,31
United Arab Emirates,2020-05-27,2,31969,23
United Arab Emirates,2020-05-28,3,32532,25
United Arab Emirates,2020-05-29,4,33170,19
United Kingdom,2020-02-16,6,9,1
United Kingdom,2020-02-17,0,9,2
United Kingdom,2020-02-18,1,9,2
United Kingdom,2020-02-19,2,9,3
United Kingdom,2020-02-20,3,9,3
United Kingdom,2020-02-21,4,9,3
United Kingdom,2020-02-22,5,9,1
United Kingdom,2020-02-23,6,9,0
United Kingdom,2020-02-24,0,13,1
United Kingdom,2020-02-25,1,13,0
United Kingdom,2020-02-26,2,13,0
United Kingdom,2020-02-27,3,15,0
United Kingdom,2020-02-28,4,20,1
United Kingdom,2020-02-29,5,23,0
United Kingdom,2020-03-01,6,36,-1
United Kingdom,2020-03-02,0,40,0
United Kingdom,2020-03-03,1,51,0
United Kingdom,2020-03-04,2,86,1
United Kingdom,2020-03-05,3,116,1
United Kingdom,2020-03-06,4,164,0
United Kingdom,2020-03-07,5,207,0
United Kingdom,2020-03-08,6,274,-1
United Kingdom,2020-03-09,0,322,1
United Kingdom,2020-03-10,1,384,1
United Kingdom,2020-03-11,2,459,1
United Kingdom,2020-03-12,3,459,2
United Kingdom,2020-03-13,4,802,2
United Kingdom,2020-03-14,5,1144,2
United Kingdom,2020-03-15,6,1145,2
United Kingdom,2020-03-16,0,1551,4
United Kingdom,2020-03-17,1,1960,7
United Kingdom,2020-03-18,2,2642,10
United Kingdom,2020-03-19,3,2716,11
United Kingdom,2020-03-20,4,4014,13
United Kingdom,2020-03-21,5,5067,11
United Kingdom,2020-03-22,6,5745,9
United Kingdom,2020-03-23,0,6726,17
United Kingdom,2020-03-24,1,8164,24
United Kingdom,2020-03-25,2,9640,26
United Kingdom,2020-03-26,3,11812,27
United Kingdom,2020-03-27,4,14745,28
United Kingdom,2020-03-28,5,17312,20
United Kingdom,2020-03-29,6,19780,15
United Kingdom,2020-03-30,0,22453,27
United Kingdom,2020-03-31,1,25481,27
United Kingdom,2020-04-01,2,29865,28
United Kingdom,2020-04-02,3,34173,29
United Kingdom,2020-04-03,4,38689,29
United Kingdom,2020-04-04,5,42477,19
United Kingdom,2020-04-05,6,48436,15
United Kingdom,2020-04-06,0,52279,27
United Kingdom,2020-04-07,1,55949,27
United Kingdom,2020-04-08,2,61474,27
United Kingdom,2020-04-09,3,65872,27
United Kingdom,2020-04-10,4,74605,32
United Kingdom,2020-04-11,5,79874,19
United Kingdom,2020-04-12,6,85206,16
United Kingdom,2020-04-13,0,89570,31
United Kingdom,2020-04-14,1,94845,27
United Kingdom,2020-04-15,2,99483,27
United Kingdom,2020-04-16,3,104145,28
United Kingdom,2020-04-17,4,109769,29
United Kingdom,2020-04-18,5,115314,19
United Kingdom,2020-04-19,6,121172,14
United Kingdom,2020-04-20,0,125856,25
United Kingdom,2020-04-21,1,130172,26
United Kingdom,2020-04-22,2,134638,27
United Kingdom,2020-04-23,3,139246,27
United Kingdom,2020-04-24,4,144640,27
United Kingdom,2020-04-25,5,149569,18
United Kingdom,2020-04-26,6,154037,14
United Kingdom,2020-04-27,0,158348,25
United Kingdom,2020-04-28,1,162350,25
United Kingdom,2020-04-29,2,166441,27
United Kingdom,2020-04-30,3,172481,27
United Kingdom,2020-05-01,4,178685,27
United Kingdom,2020-05-02,5,183500,17
United Kingdom,2020-05-03,6,187842,14
United Kingdom,2020-05-04,0,191832,24
United Kingdom,2020-05-05,1,196243,25
United Kingdom,2020-05-06,2,202359,25
United Kingdom,2020-05-07,3,207977,25
United Kingdom,2020-05-08,4,212629,30
United Kingdom,2020-05-09,5,216525,17
United Kingdom,2020-05-10,6,220449,14
United Kingdom,2020-05-11,0,224332,24
United Kingdom,2020-05-12,1,227741,24
United Kingdom,2020-05-13,2,230985,25
United Kingdom,2020-05-14,3,234440,23
United Kingdom,2020-05-15,4,238004,24
United Kingdom,2020-05-16,5,241461,15
United Kingdom,2020-05-17,6,244995,12
United Kingdom,2020-05-18,0,247709,22
United Kingdom,2020-05-19,1,250138,22
United Kingdom,2020-05-20,2,249619,22
United Kingdom,2020-05-21,3,252246,23
United Kingdom,2020-05-22,4,255544,24
United Kingdom,2020-05-23,5,258504,15
United Kingdom,2020-05-24,6,260916,11
United Kingdom,2020-05-25,0,262547,24
United Kingdom,2020-05-26,1,266599,21
United Kingdom,2020-05-27,2,268619,22
United Kingdom,2020-05-28,3,270508,22
United Kingdom,2020-05-29,4,272607,22
United States,2020-02-16,6,13,-1
United States,2020-02-17,0,13,5
United States,2020-02-18,1,13,1
United States,2020-02-19,2,13,0
United States,2020-02-20,3,13,1
United States,2020-02-21,4,15,0
United States,2020-02-22,5,15,-1
United States,2020-02-23,6,15,-1
United States,2020-02-24,0,51,0
United States,2020-02-25,1,51,0
United States,2020-02-26,2,57,-1
United States,2020-02-27,3,58,0
United States,2020-02-28,4,60,-1
United States,2020-02-29,5,68,-2
United States,2020-03-01,6,74,-1
United States,2020-03-02,0,98,-1
United States,2020-03-03,1,118,-1
United States,2020-03-04,2,149,-1
United States,2020-03-05,3,219,-1
United States,2020-03-06,4,267,-1
United States,2020-03-07,5,403,-1
United States,2020-03-08,6,519,-1
United States,2020-03-09,0,588,0
United States,2020-03-10,1,962,1
United States,2020-03-11,2,1285,0
United States,2020-03-12,3,1667,1
United States,2020-03-13,4,2181,3
United States,2020-03-14,5,2729,3
United States,2020-03-15,6,3536,3
United States,2020-03-16,0,4661,8
United States,2020-03-17,1,6437,11
United States,2020-03-18,2,7781,13
United States,2020-03-19,3,13748,15
United States,2020-03-20,4,19274,16
United States,2020-03-21,5,25600,12
United States,2020-03-22,6,33280,11
United States,2020-03-23,0,43862,17
United States,2020-03-24,1,53925,19
United States,2020-03-25,2,65844,19
United States,2020-03-26,3,83836,20
United States,2020-03-27,4,101962,21
United States,2020-03-28,5,121786,15
United States,2020-03-29,6,140910,12
United States,2020-03-30,0,162147,19
United States,2020-03-31,1,188172,20
United States,2020-04-01,2,213602,20
United States,2020-04-02,3,244008,21
United States,2020-04-03,4,275798,22
United States,2020-04-04,5,309027,15
United States,2020-04-05,6,336802,13
United States,2020-04-06,0,366317,20
United States,2020-04-07,1,397121,21
United States,2020-04-08,2,428654,21
United States,2020-04-09,3,463327,22
United States,2020-04-10,4,496846,24
United States,2020-04-11,5,526776,14
United States,2020-04-12,6,555313,13
United States,2020-04-13,0,580624,21
United States,2020-04-14,1,607670,20
United States,2020-04-15,2,636674,20
United States,2020-04-16,3,667981,21
United States,2020-04-17,4,700062,22
United States,2020-04-18,5,732590,14
United States,2020-04-19,6,758809,11
United States,2020-04-20,0,784708,19
United States,2020-04-21,1,811865,20
United States,2020-04-22,2,840351,20
United States,2020-04-23,3,869170,21
United States,2020-04-24,4,905358,21
United States,2020-04-25,5,938154,12
United States,2020-04-26,6,965785,11
United States,2020-04-27,0,988197,18
United States,2020-04-28,1,1012582,12
United States,2020-04-29,2,1039909,19
United States,2020-04-30,3,1069424,19
United States,2020-05-01,4,1103461,18
United States,2020-05-02,5,1132539,10
United States,2020-05-03,6,1158040,8
United States,2020-05-04,0,1180375,16
United States,2020-05-05,1,1204351,17
United States,2020-05-06,2,1229331,17
United States,2020-05-07,3,1257023,17
United States,2020-05-08,4,1283929,18
United States,2020-05-09,5,1309550,9
United States,2020-05-10,6,1329260,7
United States,2020-05-11,0,1347881,16
United States,2020-05-12,1,1369376,16
United States,2020-05-13,2,1390406,16
United States,2020-05-14,3,1417774,17
United States,2020-05-15,4,1442824,16
United States,2020-05-16,5,1467820,9
United States,2020-05-17,6,1486757,8
United States,2020-05-18,0,1508308,15
United States,2020-05-19,1,1528568,15
United States,2020-05-20,2,1551853,15
United States,2020-05-21,3,1577147,15
United States,2020-05-22,4,1600937,15
United States,2020-05-23,5,1622612,7
United States,2020-05-24,6,1643246,5
United States,2020-05-25,0,1662302,20
United States,2020-05-26,1,1680913,14
United States,2020-05-27,2,1699176,14
United States,2020-05-28,3,1721753,14
United States,2020-05-29,4,1746019,14
Uruguay,2020-02-16,6,0,1
Uruguay,2020-02-17,0,0,1
Uruguay,2020-02-18,1,0,1
Uruguay,2020-02-19,2,0,-1
Uruguay,2020-02-20,3,0,0
Uruguay,2020-02-21,4,0,0
Uruguay,2020-02-22,5,0,0
Uruguay,2020-02-23,6,0,2
Uruguay,2020-02-24,0,0,6
Uruguay,2020-02-25,1,0,5
Uruguay,2020-02-26,2,0,0
Uruguay,2020-02-27,3,0,1
Uruguay,2020-02-28,4,0,0
Uruguay,2020-02-29,5,0,1
Uruguay,2020-03-01,6,0,4
Uruguay,2020-03-02,0,0,0
Uruguay,2020-03-03,1,0,-1
Uruguay,2020-03-04,2,0,-2
Uruguay,2020-03-05,3,0,-2
Uruguay,2020-03-06,4,0,-3
Uruguay,2020-03-07,5,0,1
Uruguay,2020-03-08,6,0,3
Uruguay,2020-03-09,0,0,-2
Uruguay,2020-03-10,1,0,-2
Uruguay,2020-03-11,2,0,-2
Uruguay,2020-03-12,3,0,-1
Uruguay,2020-03-13,4,4,-2
Uruguay,2020-03-14,5,6,9
Uruguay,2020-03-15,6,8,13
Uruguay,2020-03-16,0,29,8
Uruguay,2020-03-17,1,50,12
Uruguay,2020-03-18,2,79,16
Uruguay,2020-03-19,3,94,17
Uruguay,2020-03-20,4,110,18
Uruguay,2020-03-21,5,135,18
Uruguay,2020-03-22,6,158,21
Uruguay,2020-03-23,0,162,19
Uruguay,2020-03-24,1,189,19
Uruguay,2020-03-25,2,217,20
Uruguay,2020-03-26,3,238,21
Uruguay,2020-03-27,4,274,22
Uruguay,2020-03-28,5,303,20
Uruguay,2020-03-29,6,309,22
Uruguay,2020-03-30,0,320,20
Uruguay,2020-03-31,1,338,20
Uruguay,2020-04-01,2,350,21
Uruguay,2020-04-02,3,369,20
Uruguay,2020-04-03,4,386,21
Uruguay,2020-04-04,5,400,19
Uruguay,2020-04-05,6,406,21
Uruguay,2020-04-06,0,415,21
Uruguay,2020-04-07,1,424,21
Uruguay,2020-04-08,2,456,20
Uruguay,2020-04-09,3,473,23
Uruguay,2020-04-10,4,494,28
Uruguay,2020-04-11,5,501,20
Uruguay,2020-04-12,6,480,20
Uruguay,2020-04-13,0,483,18
Uruguay,2020-04-14,1,492,20
Uruguay,2020-04-15,2,493,18
Uruguay,2020-04-16,3,502,18
Uruguay,2020-04-17,4,508,19
Uruguay,2020-04-18,5,517,16
Uruguay,2020-04-19,6,528,18
Uruguay,2020-04-20,0,535,16
Uruguay,2020-04-21,1,543,16
Uruguay,2020-04-22,2,549,16
